,RegCommitSB,RegSpecSB,RegMap,RegRT,RegSpecRT,SRAMMap,SRAMSB,SRAMRT,RegARF,RegSpecARF,RegCenterInstBuf,RegCenterPairBuf,RegCenterWKBuf,RegInterGroupWKBuf,QueueTxBuf,QueuePairBuf,SRAMInst,SRAMPointer,SRAMValue,RegValid,RegNbusy,RegRxBuf,QueueReadyInstBuf,DynamicPower,sim_seconds,StaticPower,total,ED,ED^2
parest_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45482.14647995999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168307.956120575,722326.4885615079,1340578.2516095059,0.0,554949.3613171331,0.0,0.0,2.831644204088682,0.093865,2.2393116986279997,5.0709559027166815,0.4759852758085013,0.044678357913764975
parest_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47717.458989959996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167588.216593967,717846.253031228,1335777.1386290619,0.0,551773.337345102,0.0,0.0,2.8207024045893188,0.093283,2.2254270833975998,5.046129487986919,0.4707180970278838,0.04390999624505209
xalancbmk_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43305.53577824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240288.64811468098,1162904.322658956,1833589.0275607498,0.0,879142.249467537,0.0,0.0,4.159229783580163,0.151149,3.6059204595528,7.765150243132963,1.1736946940993043,0.17740277931841575
wrf_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110759.68257027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153517.099962851,671453.977781788,1235422.237799123,0.0,511292.258702941,0.0,0.0,2.682445256816973,0.087279,2.0821912932888,4.764636550105773,0.41585271345668173,0.03629520897778572
exchange2_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105896.69402723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154725.116184223,394150.40482677997,1211488.371509776,0.0,275035.224212768,0.0,0.0,2.141295810760777,0.051203,1.2215360028215998,3.362831813582377,0.17218707735085845,0.008816494921596005
exchange2_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98032.84460606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152702.395535266,381126.9960263,1198910.636638736,0.0,266835.725902657,0.0,0.0,2.097608598709019,0.049516,1.1812897040352,3.278898302744219,0.16235792835868273,0.008039315180608533
exchange2_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99347.08652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154423.116460456,388726.571549372,1211037.745073082,0.0,272163.97011518,0.0,0.0,2.1256984897198397,0.050501,1.2047885803271998,3.3304870700470395,0.16819292752444553,0.008493911032912024
deepsjeng_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157392.60535272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179124.307138243,543923.853983192,1376293.3661610158,0.0,365780.057657678,0.0,0.0,2.622514190292849,0.070588,1.6839986595935998,4.306512849886449,0.30398812904778466,0.021457914053225023
cam4_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82564.31349661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160063.080817169,469875.276611496,1271912.174804285,0.0,349358.660742087,0.0,0.0,2.333773506471647,0.06104,1.4562146282879997,3.789988134759647,0.23134087574572884,0.014121047055519288
deepsjeng_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147281.2740721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173959.16302823398,532459.2415262479,1338042.9636506098,0.0,358259.635623275,0.0,0.0,2.5500022779004667,0.069102,1.6485475629743997,4.1985498408748665,0.290128191104135,0.020048438261677938
deepsjeng_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150607.44706406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177816.724555641,550821.48619104,1365322.0748524058,0.0,370584.593213395,0.0,0.0,2.6151523258765415,0.071485,1.705398143892,4.320550469768541,0.3088545503314042,0.022078467530440432
